Year,Category,Nominee,Additional.Info,Won.
1936 (9th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To UNITED ARTISTS STUDIO CORP. for the development of a practical; efficient and quiet wind machine. ,NA,yes
1937 (10th),ACTOR,Conquest ,Charles Boyer,no
1937 (10th),ACTOR,A Star Is Born ,Fredric March,no
1937 (10th),ACTOR,Night Must Fall ,Robert Montgomery,no
1937 (10th),ACTOR,The Life of Emile Zola ,Paul Muni,no
1937 (10th),ACTOR,Captains Courageous ,Spencer Tracy,yes
1937 (10th),ACTOR IN A SUPPORTING ROLE,The Awful Truth ,Ralph Bellamy,no
1937 (10th),ACTOR IN A SUPPORTING ROLE,The Hurricane ,Thomas Mitchell,no
1937 (10th),ACTOR IN A SUPPORTING ROLE,The Life of Emile Zola ,Joseph Schildkraut,yes
1937 (10th),ACTOR IN A SUPPORTING ROLE,Lost Horizon ,H. B. Warner,no
1937 (10th),ACTOR IN A SUPPORTING ROLE,Topper ,Roland Young,no
1937 (10th),ACTRESS,The Awful Truth ,Irene Dunne,no
1937 (10th),ACTRESS,Camille ,Greta Garbo,no
1937 (10th),ACTRESS,A Star Is Born ,Janet Gaynor,no
1937 (10th),ACTRESS,The Good Earth ,Luise Rainer,yes
1937 (10th),ACTRESS,Stella Dallas ,Barbara Stanwyck,no
1937 (10th),ACTRESS IN A SUPPORTING ROLE,In Old Chicago ,Alice Brady,yes
1937 (10th),ACTRESS IN A SUPPORTING ROLE,Stage Door ,Andrea Leeds,no
1937 (10th),ACTRESS IN A SUPPORTING ROLE,Stella Dallas ,Anne Shirley,no
1937 (10th),ACTRESS IN A SUPPORTING ROLE,Dead End ,Claire Trevor,no
1937 (10th),ACTRESS IN A SUPPORTING ROLE,Night Must Fall ,Dame May Whitty,no
1937 (10th),ART DIRECTION,Conquest,Cedric Gibbons; William Horning,no
1937 (10th),ART DIRECTION,A Damsel in Distress,Carroll Clark,no
1937 (10th),ART DIRECTION,Dead End,Richard Day,no
1937 (10th),ART DIRECTION,Every Day's a Holiday,Wiard Ihnen,no
1937 (10th),ART DIRECTION,The Life of Emile Zola,Anton Grot,no
1937 (10th),ART DIRECTION,Lost Horizon,Stephen Goosson,yes
1937 (10th),ART DIRECTION,Manhattan Merry-Go-Round,John Victor Mackay,no
1937 (10th),ART DIRECTION,The Prisoner of Zenda,Lyle Wheeler,no
1937 (10th),ART DIRECTION,Souls at Sea,Hans Dreier; Roland Anderson,no
1937 (10th),ART DIRECTION,Walter Wanger's Vogues of 1938,Alexander Toluboff,no
1937 (10th),ART DIRECTION,Wee Willie Winkie,William S. Darling; David Hall,no
1937 (10th),ART DIRECTION,You're a Sweetheart,Jack Otterson,no
1937 (10th),ASSISTANT DIRECTOR,In Old Chicago,Robert Webb,yes
1937 (10th),ASSISTANT DIRECTOR,The Life of Emile Zola,Russ Saunders,no
1937 (10th),ASSISTANT DIRECTOR,Lost Horizon,C. C. Coleman; Jr.,no
1937 (10th),ASSISTANT DIRECTOR,Souls at Sea,Hal Walker,no
1937 (10th),ASSISTANT DIRECTOR,A Star Is Born,Eric Stacey,no
1937 (10th),CINEMATOGRAPHY,Dead End,Gregg Toland,no
1937 (10th),CINEMATOGRAPHY,The Good Earth,Karl Freund,yes
1937 (10th),CINEMATOGRAPHY,Wings over Honolulu,Joseph Valentine,no
1937 (10th),DANCE DIRECTION,Busby Berkeley,The Finale number from Varsity Show,no
1937 (10th),DANCE DIRECTION,Bobby Connolly,Too Marvelous for Words number from Ready; Willing and Able,no
1937 (10th),DANCE DIRECTION,Dave Gould,All God's Children Got Rhythm number from A Day at the Races,no
1937 (10th),DANCE DIRECTION,Sammy Lee,Swing Is Here to Stay number from Ali Baba Goes to Town,no
1937 (10th),DANCE DIRECTION,Harry Losee,Prince Igor Suite number from Thin Ice,no
1937 (10th),DANCE DIRECTION,Hermes Pan,Fun House number from A Damsel in Distress,yes
1937 (10th),DANCE DIRECTION,LeRoy Prinz,Luau number from Waikiki Wedding,no
1937 (10th),DIRECTING,The Awful Truth,Leo McCarey,yes
1937 (10th),DIRECTING,The Good Earth,Sidney Franklin,no
1937 (10th),DIRECTING,The Life of Emile Zola,William Dieterle,no
1937 (10th),DIRECTING,Stage Door,Gregory La Cava,no
1937 (10th),DIRECTING,A Star Is Born,William Wellman,no
1937 (10th),FILM EDITING,The Awful Truth,Al Clark,no
1937 (10th),FILM EDITING,Captains Courageous,Elmo Veron,no
1937 (10th),FILM EDITING,The Good Earth,Basil Wrangell,no
1937 (10th),FILM EDITING,Lost Horizon,Gene Havlick; Gene Milford,yes
1937 (10th),FILM EDITING,One Hundred Men and a Girl,Bernard W. Burton,no
1937 (10th),Lost Horizon -- Columbia Studio Music Department; Morris Stoloff; head of department (Score by Dimitri Tiomkin),Make a Wish,Principal Productions; Dr. Hugo Riesenfeld; musical director (Score by Dr. Hugo Riesenfeld),no
1937 (10th),Quality Street -- RKO Radio Studio Music Department; Roy Webb; musical director (Score by Roy Webb),Snow White and the Seven Dwarfs,Walt Disney Studio Music Department; Leigh Harline; head of department (Score by Frank Churchill; Leigh Harline and Paul J. Smith),no
1937 (10th),Something to Sing About -- Grand National Studio Music Department; C. Bakaleinikoff; musical director (Score by Victor Schertzinger),Souls at Sea,Paramount Studio Music Department; Boris Morros; head of department (Score by W. Franke Harling and Milan Roder),no
1937 (10th),MUSIC (Song),Remember Me from Mr. Dodd Takes the Air,Music by Harry Warren; Lyrics by Al Dubin,no
1937 (10th),MUSIC (Song),Sweet Leilani from Waikiki Wedding,Music and Lyrics by Harry Owens,yes
1937 (10th),MUSIC (Song),That Old Feeling from Walter Wanger's Vogues of 1938,Music by Sammy Fain; Lyrics by Lew Brown,no
1937 (10th),MUSIC (Song),They Can't Take That Away From Me from Shall We Dance,Music by George Gershwin; Lyrics by Ira Gershwin,no
1937 (10th),MUSIC (Song),Whispers In The Dark from Artists and Models,Music by Frederick Hollander; Lyrics by Leo Robin,no
1937 (10th),OUTSTANDING PRODUCTION,The Awful Truth,Columbia,no
1937 (10th),OUTSTANDING PRODUCTION,Captains Courageous,Metro-Goldwyn-Mayer,no
1937 (10th),OUTSTANDING PRODUCTION,Dead End,Samuel Goldwyn Productions,no
1937 (10th),OUTSTANDING PRODUCTION,The Good Earth,Metro-Goldwyn-Mayer,no
1937 (10th),OUTSTANDING PRODUCTION,In Old Chicago,20th Century-Fox,no
1937 (10th),OUTSTANDING PRODUCTION,The Life of Emile Zola,Warner Bros.,yes
1937 (10th),OUTSTANDING PRODUCTION,Lost Horizon,Columbia,no
1937 (10th),OUTSTANDING PRODUCTION,One Hundred Men and a Girl,Universal,no
1937 (10th),OUTSTANDING PRODUCTION,Stage Door,RKO Radio,no
1937 (10th),OUTSTANDING PRODUCTION,A Star Is Born,Selznick International Pictures,no
1937 (10th),SHORT SUBJECT (Cartoon),Educated Fish,Paramount,no
1937 (10th),SHORT SUBJECT (Cartoon),The Little Match Girl,Charles Mintz; Producer,no
1937 (10th),SHORT SUBJECT (Cartoon),The Old Mill,Walt Disney; Producer,yes
1937 (10th),SHORT SUBJECT (Color),The Man without a Country,Warner Bros.,no
1937 (10th),SHORT SUBJECT (Color),Penny Wisdom,Pete Smith; Producer,yes
1937 (10th),SHORT SUBJECT (Color),Popular Science J-7-1,Paramount,no
1937 (10th),SHORT SUBJECT (One-reel),A Night at the Movies,Metro-Goldwyn-Mayer,no
1937 (10th),SHORT SUBJECT (One-reel),The Private Life of the Gannets,Skibo Productions,yes
1937 (10th),SHORT SUBJECT (One-reel),Romance of Radium,Pete Smith; Producer,no
1937 (10th),SHORT SUBJECT (Two-reel),Deep South,RKO Radio,no
1937 (10th),SHORT SUBJECT (Two-reel),Should Wives Work?,RKO Radio,no
1937 (10th),SHORT SUBJECT (Two-reel),Torture Money,Metro-Goldwyn-Mayer,yes
1937 (10th),SOUND RECORDING,The Girl Said No,Grand National Studio Sound Department; A. E. Kaye; Sound Director,no
1937 (10th),SOUND RECORDING,Hitting a New High,RKO Radio Studio Sound Department; John Aalberg; Sound Director,no
1937 (10th),SOUND RECORDING,The Hurricane,United Artists Studio Sound Department; Thomas T. Moulton; Sound Director,yes
1937 (10th),SOUND RECORDING,In Old Chicago,20th Century-Fox Studio Sound Department; E. H. Hansen; Sound Director,no
1937 (10th),SOUND RECORDING,The Life of Emile Zola,Warner Bros. Studio Sound Department; Nathan Levinson; Sound Director,no
1937 (10th),SOUND RECORDING,Lost Horizon,Columbia Studio Sound Department; John Livadary; Sound Director,no
1937 (10th),SOUND RECORDING,Maytime,Metro-Goldwyn-Mayer Studio Sound Department; Douglas Shearer; Sound Director,no
1937 (10th),SOUND RECORDING,One Hundred Men and a Girl,Universal Studio Sound Department; Homer G. Tasker; Sound Director,no
1937 (10th),SOUND RECORDING,Topper,Hal Roach Studio Sound Department; Elmer A. Raguse; Sound Director,no
1937 (10th),SOUND RECORDING,Wells Fargo,Paramount Studio Sound Department; Loren L. Ryder; Sound Director,no
1937 (10th),WRITING (Original Story),Black Legion,Robert Lord,no
1937 (10th),WRITING (Original Story),In Old Chicago,Niven Busch,no
1937 (10th),WRITING (Original Story),The Life of Emile Zola,Heinz Herald; Geza Herczeg,no
1937 (10th),WRITING (Original Story),One Hundred Men and a Girl,Hans Kraly,no
1937 (10th),WRITING (Original Story),A Star Is Born,William A. Wellman; Robert Carson,yes
1937 (10th),WRITING (Screenplay),The Awful Truth,Vina Delmar,no
1937 (10th),WRITING (Screenplay),Captains Courageous,John Lee Mahin; Marc Connelly; Dale Van Every,no
1937 (10th),WRITING (Screenplay),The Life of Emile Zola,Norman Reilly Raine; Heinz Herald; Geza Herczeg,yes
1937 (10th),WRITING (Screenplay),Stage Door,Morris Ryskind; Anthony Veiller,no
1937 (10th),WRITING (Screenplay),A Star Is Born,Dorothy Parker; Alan Campbell; Robert Carson,no
1937 (10th),SPECIAL AWARD,To Mack Sennett; for his lasting contribution to the comedy technique of the screen; the basic principles of which are as important today as when they were first put into practice; the Academy presents a Special Award to that master of fun; discoverer of stars; sympathetic; kindly; understanding comedy genius - Mack Sennett.,NA,yes
1937 (10th),SPECIAL AWARD,To Edgar Bergen for his outstanding comedy creation; Charlie McCarthy.,NA,yes
1937 (10th),SPECIAL AWARD,To The Museum of Modern Art Film Library for its significant work in collecting films dating from 1895 to the present and for the first time making available to the public the means of studying the historical and aesthetic development of the motion picture as one of the major arts.,NA,yes
1937 (10th),SPECIAL AWARD,To W. Howard Greene for the color photography of A Star Is Born. (This Award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year.),NA,yes
1937 (10th),IRVING G. THALBERG MEMORIAL AWARD,Darryl F. Zanuck,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class I),To AGFA ANSCO CORPORATION for Agfa Supreme and Agfa Ultra Speed pan motion picture negatives. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To WALT DISNEY PRODUCTIONS; LTD. for the design and application to production of the Multi-Plane Camera. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To EASTMAN KODAK COMPANY for two fine-grain duplicating film stocks. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To FARCIOT EDOUART and PARAMOUNT PICTURES; INC. for the development of the Paramount dual screen transparency camera setup. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for a method of varying the scanning width of variable density sound tracks (squeeze tracks) for the purpose of obtaining an increased amount of noise reduction. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To JOHN ARNOLD and the METRO-GOLDWYN-MAYER STUDIO CAMERA DEPARTMENT for their improvement of the semi-automatic follow focus device and its application to all of the cameras used by the Metro-Goldwyn-Mayer Studio. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To JOHN LIVADARY; Director of Sound Recording for Columbia Pictures Corporation; for the application of the bi-planar light valve to motion picture sound recording. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To THOMAS T. MOULTON and the UNITED ARTISTS STUDIO SOUND DEPARTMENT for the application to motion picture sound recording of volume indicators which have peak reading response and linear decibel scales. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To RCA MANUFACTURING CO.; INC. for the introduction of the modulated high-frequency method of determining optimum photographic processing conditions for variable width sound tracks. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To JOSEPH E. ROBBINS and PARAMOUNT PICTURES; INC. for an exceptional application of acoustic principles to the sound proofing of gasoline generators and water pumps. ,NA,yes
1937 (10th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for the design of the film drive mechanism as incorporated in the ERPI 1010 reproducer. ,NA,yes
1938 (11th),ACTOR,Algiers ,Charles Boyer,no
1938 (11th),ACTOR,Angels with Dirty Faces ,James Cagney,no
1938 (11th),ACTOR,The Citadel ,Robert Donat,no
1938 (11th),ACTOR,Pygmalion ,Leslie Howard,no
1938 (11th),ACTOR,Boys Town ,Spencer Tracy,yes
1938 (11th),ACTOR IN A SUPPORTING ROLE,Kentucky ,Walter Brennan,yes
1938 (11th),ACTOR IN A SUPPORTING ROLE,Four Daughters ,John Garfield,no
1938 (11th),ACTOR IN A SUPPORTING ROLE,Algiers ,Gene Lockhart,no
1938 (11th),ACTOR IN A SUPPORTING ROLE,Marie Antoinette ,Robert Morley,no
1938 (11th),ACTOR IN A SUPPORTING ROLE,If I Were King ,Basil Rathbone,no
1938 (11th),ACTRESS,White Banners ,Fay Bainter,no
1938 (11th),ACTRESS,Jezebel ,Bette Davis,yes
1938 (11th),ACTRESS,Pygmalion ,Wendy Hiller,no
1938 (11th),ACTRESS,Marie Antoinette ,Norma Shearer,no
1938 (11th),ACTRESS,Three Comrades ,Margaret Sullavan,no
1938 (11th),ACTRESS IN A SUPPORTING ROLE,Jezebel ,Fay Bainter,yes
1938 (11th),ACTRESS IN A SUPPORTING ROLE,Of Human Hearts ,Beulah Bondi,no
1938 (11th),ACTRESS IN A SUPPORTING ROLE,Merrily We Live ,Billie Burke,no
1938 (11th),ACTRESS IN A SUPPORTING ROLE,You Can't Take It with You ,Spring Byington,no
1938 (11th),ACTRESS IN A SUPPORTING ROLE,The Great Waltz ,Miliza Korjus,no
1938 (11th),ART DIRECTION,The Adventures of Robin Hood,Carl J. Weyl,yes
1938 (11th),ART DIRECTION,The Adventures of Tom Sawyer,Lyle Wheeler,no
1938 (11th),ART DIRECTION,Alexander's Ragtime Band,Bernard Herzbrun; Boris Leven,no
1938 (11th),ART DIRECTION,Algiers,Alexander Toluboff,no
1938 (11th),ART DIRECTION,Carefree,Van Nest Polglase,no
1938 (11th),ART DIRECTION,The Goldwyn Follies,Richard Day,no
1938 (11th),ART DIRECTION,Holiday,Stephen Goosson; Lionel Banks,no
1938 (11th),ART DIRECTION,If I Were King,Hans Dreier; John Goodman,no
1938 (11th),ART DIRECTION,Mad about Music,Jack Otterson,no
1938 (11th),ART DIRECTION,Marie Antoinette,Cedric Gibbons,no
1938 (11th),ART DIRECTION,Merrily We Live,Charles D. Hall,no
1938 (11th),CINEMATOGRAPHY,Algiers,James Wong Howe,no
1938 (11th),CINEMATOGRAPHY,Army Girl,Ernest Miller; Harry Wild,no
1938 (11th),CINEMATOGRAPHY,The Buccaneer,Victor Milner,no
1938 (11th),CINEMATOGRAPHY,The Great Waltz,Joseph Ruttenberg,yes
1938 (11th),CINEMATOGRAPHY,Jezebel,Ernest Haller,no
1938 (11th),CINEMATOGRAPHY,Mad about Music,Joseph Valentine,no
1938 (11th),CINEMATOGRAPHY,Merrily We Live,Norbert Brodine,no
1938 (11th),CINEMATOGRAPHY,Suez,Peverell Marley,no
1938 (11th),CINEMATOGRAPHY,Vivacious Lady,Robert de Grasse,no
1938 (11th),CINEMATOGRAPHY,You Can't Take It with You,Joseph Walker,no
1938 (11th),CINEMATOGRAPHY,The Young in Heart,Leon Shamroy,no
1938 (11th),DIRECTING,Angels with Dirty Faces,Michael Curtiz,no
1938 (11th),DIRECTING,Boys Town,Norman Taurog,no
1938 (11th),DIRECTING,The Citadel,King Vidor,no
1938 (11th),DIRECTING,Four Daughters,Michael Curtiz,no
1938 (11th),DIRECTING,You Can't Take It with You,Frank Capra,yes
1938 (11th),FILM EDITING,The Adventures of Robin Hood,Ralph Dawson,yes
1938 (11th),FILM EDITING,Alexander's Ragtime Band,Barbara McLean,no
1938 (11th),FILM EDITING,The Great Waltz,Tom Held,no
1938 (11th),FILM EDITING,Test Pilot,Tom Held,no
1938 (11th),FILM EDITING,You Can't Take It with You,Gene Havlick,no
1938 (11th),MUSIC (Original Score),The Adventures of Robin Hood,Erich Wolfgang Korngold,yes
1938 (11th),MUSIC (Original Score),Army Girl,Victor Young,no
1938 (11th),MUSIC (Original Score),Block-Heads,Marvin Hatley,no
1938 (11th),MUSIC (Original Score),Blockade,Werner Janssen,no
1938 (11th),MUSIC (Original Score),Breaking the Ice,Victor Young,no
1938 (11th),MUSIC (Original Score),The Cowboy and the Lady,Alfred Newman,no
1938 (11th),MUSIC (Original Score),If I Were King,Richard Hageman,no
1938 (11th),MUSIC (Original Score),Marie Antoinette,Herbert Stothart,no
1938 (11th),MUSIC (Original Score),Pacific Liner,Russell Bennett,no
1938 (11th),MUSIC (Original Score),Suez,Louis Silvers,no
1938 (11th),MUSIC (Original Score),The Young in Heart,Franz Waxman,no
1938 (11th),MUSIC (Scoring),Alexander's Ragtime Band,Alfred Newman,yes
1938 (11th),MUSIC (Scoring),Carefree,Victor Baravalle,no
1938 (11th),MUSIC (Scoring),Girls' School,Morris Stoloff; Gregory Stone,no
1938 (11th),MUSIC (Scoring),The Goldwyn Follies,Alfred Newman,no
1938 (11th),MUSIC (Scoring),Jezebel,Max Steiner,no
1938 (11th),MUSIC (Scoring),Mad about Music,Charles Previn; Frank Skinner,no
1938 (11th),MUSIC (Scoring),Storm over Bengal,Cy Feuer,no
1938 (11th),MUSIC (Scoring),Sweethearts,Herbert Stothart,no
1938 (11th),MUSIC (Scoring),There Goes My Heart,Marvin Hatley,no
1938 (11th),MUSIC (Scoring),Tropic Holiday,Boris Morros,no
1938 (11th),MUSIC (Scoring),The Young in Heart,Franz Waxman,no
1938 (11th),MUSIC (Song),Always And Always from Mannequin,Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,no
1938 (11th),MUSIC (Song),Change Partners from Carefree,Music and Lyrics by Irving Berlin,no
1938 (11th),MUSIC (Song),The Cowboy And The Lady from The Cowboy and the Lady,Music by Lionel Newman; Lyrics by Arthur Quenzer,no
1938 (11th),MUSIC (Song),Dust from Under Western Stars,Music and Lyrics by Johnny Marvin,no
1938 (11th),MUSIC (Song),Jeepers Creepers from Going Places,Music by Harry Warren; Lyrics by Johnny Mercer,no
1938 (11th),MUSIC (Song),Merrily We Live from Merrily We Live,Music by Phil Charig; Lyrics by Arthur Quenzer,no
1938 (11th),MUSIC (Song),A Mist Over The Moon from The Lady Objects,Music by Ben Oakland; Lyrics by Oscar Hammerstein II,no
1938 (11th),MUSIC (Song),My Own from That Certain Age,Music by Jimmy McHugh; Lyrics by Harold Adamson,no
1938 (11th),MUSIC (Song),Now It Can Be Told from Alexander's Ragtime Band,Music and Lyrics by Irving Berlin,no
1938 (11th),MUSIC (Song),Thanks For The Memory from The Big Broadcast of 1938,Music by Ralph Rainger; Lyrics by Leo Robin,yes
1938 (11th),OUTSTANDING PRODUCTION,The Adventures of Robin Hood,Warner Bros.-First National,no
1938 (11th),OUTSTANDING PRODUCTION,Alexander's Ragtime Band,20th Century-Fox,no
1938 (11th),OUTSTANDING PRODUCTION,Boys Town,Metro-Goldwyn-Mayer,no
1938 (11th),OUTSTANDING PRODUCTION,The Citadel,Metro-Goldwyn-Mayer,no
1938 (11th),OUTSTANDING PRODUCTION,Four Daughters,Warner Bros.-First National,no
1938 (11th),OUTSTANDING PRODUCTION,Grand Illusion,Realization D'Art Cinematographique,no
1938 (11th),OUTSTANDING PRODUCTION,Jezebel,Warner Bros.,no
1938 (11th),OUTSTANDING PRODUCTION,Pygmalion,Metro-Goldwyn-Mayer,no
1938 (11th),OUTSTANDING PRODUCTION,Test Pilot,Metro-Goldwyn-Mayer,no
1938 (11th),OUTSTANDING PRODUCTION,You Can't Take It with You,Columbia,yes
1938 (11th),SHORT SUBJECT (Cartoon),Brave Little Tailor,Walt Disney; Producer,no
1938 (11th),SHORT SUBJECT (Cartoon),Ferdinand the Bull,Walt Disney; Producer,yes
1938 (11th),SHORT SUBJECT (Cartoon),Good Scouts,Walt Disney; Producer,no
1938 (11th),SHORT SUBJECT (Cartoon),Hunky and Spunky,Paramount,no
1938 (11th),SHORT SUBJECT (Cartoon),Mother Goose Goes Hollywood,Walt Disney; Producer,no
1938 (11th),SHORT SUBJECT (One-reel),The Great Heart,Metro-Goldwyn-Mayer,no
1938 (11th),SHORT SUBJECT (One-reel),That Mothers Might Live,Metro-Goldwyn-Mayer,yes
1938 (11th),SHORT SUBJECT (One-reel),Timber Toppers,20th Century-Fox,no
1938 (11th),SHORT SUBJECT (Two-reel),Declaration of Independence,Warner Bros.,yes
1938 (11th),SHORT SUBJECT (Two-reel),Swingtime in the Movies,Warner Bros.,no
1938 (11th),SHORT SUBJECT (Two-reel),They're Always Caught,Metro-Goldwyn-Mayer,no
1938 (11th),SOUND RECORDING,Army Girl,Republic Studio Sound Department; Charles L. Lootens; Sound Director,no
